StockCode,Description,SETS,Colors,Material,Design,Jewelry,Household,MISC,TotalSales,Quantity,UnitPrice,Price_Category,Sales_Frequency
47599A,PINK PARTY BAGS,0,1,0,0,0,0,0,4649.5,2456,2.28,cheap,reg_seller
47599B,BLUE PARTY BAGS ,0,1,0,0,0,0,0,2822.32,1480,2.18,cheap,reg_seller
48111,DOORMAT 3 SMILEY CATS,0,0,0,1,0,1,0,7732.929999999999,1176,9.56,medium,reg_seller
48116,DOORMAT MULTICOLOUR STRIPE,0,0,0,0,0,1,0,9088.63,1500,9.61,medium,reg_seller
48129,DOORMAT TOPIARY,0,0,0,0,0,1,0,6009.84,904,8.77,medium,warm
48138,DOORMAT UNION FLAG,0,0,0,1,0,1,0,25609.6,3762,8.89,medium,reg_seller
48173C,DOORMAT BLACK FLOCK ,0,1,0,0,0,1,0,10025.11,1802,8.2,medium,reg_seller
48184,DOORMAT ENGLISH ROSE ,0,0,0,0,0,1,0,14324.0,2047,8.55,medium,reg_seller
48185,DOORMAT FAIRY CAKE,0,0,0,1,0,1,0,23888.81,3617,10.11,medium,reg_seller
48187,DOORMAT NEW ENGLAND,0,0,0,0,0,1,0,24292.84,3830,8.46,medium,reg_seller
48188,DOORMAT WELCOME PUPPIES,0,0,0,0,0,1,0,12114.97,2065,8.82,medium,reg_seller
48189,DOORMAT FRIENDSHIP ,0,0,0,0,0,1,0,451.11,29,15.78,medium,cold
48194,DOORMAT HEARTS,0,0,0,1,0,1,0,22138.57,3421,9.23,medium,reg_seller
51008,AFGHAN SLIPPER SOCK PAIR,0,0,0,0,0,0,1,1690.5500000000002,519,3.43,cheap,warm
51014A,"FEATHER PEN,HOT PINK",0,1,0,0,0,0,0,2018.78,3890,0.65,cheap,reg_seller
51014C,"FEATHER PEN,COAL BLACK",0,1,0,0,0,0,0,1415.09,2711,0.72,cheap,reg_seller
51014L,"FEATHER PEN,LIGHT PINK",0,1,0,0,0,0,0,1079.34,2071,0.65,cheap,reg_seller
51020A,SUMMER FUN DESIGN SHOWER CAP,0,0,0,1,0,0,0,116.32999999999998,366,0.53,cheap,warm
51020B,STRIPY DESIGN SHOWER CAP,0,0,0,1,0,0,0,70.57,197,0.67,cheap,warm
62018,SOMBRERO ,0,0,0,0,0,0,1,5716.85,4415,1.81,cheap,reg_seller
62043B,BLUE CHECK BAG W HANDLE 34X20CM,0,1,0,0,0,0,0,14.11,24,0.69,cheap,cold
62074B,ELEPHANT CLIP W SUCTION CUP,0,0,0,0,0,1,0,6.72,16,0.42,cheap,cold
62086A,PINK RETRO BIG FLOWER BAG,0,1,0,1,0,0,0,171.6,88,1.95,cheap,cold
62094B,TURQ ICE CREAM BUM BAG ,0,0,0,0,0,0,1,63.21,19,4.08,cheap,cold
62096A,PINK/YELLOW FLOWERS HANDBAG,0,1,0,1,0,0,0,132.5,106,1.25,cheap,warm
62096B,PURPLE/TURQ FLOWERS HANDBAG,0,1,0,1,0,0,0,2.5,2,1.25,cheap,cold
62097B,BLUE STRIPES SHOULDER BAG,0,1,0,0,0,0,0,7.469999999999999,9,0.83,cheap,cold
70006,LOVE HEART POCKET WARMER,0,0,0,1,0,0,0,1865.63,2703,1.72,cheap,reg_seller
70007,HI TEC ALPINE HAND WARMER,0,0,0,0,0,0,1,962.96,845,2.11,cheap,warm
71038,WHITE HANGING BEADS CANDLE HOLDER,0,1,0,0,0,1,0,1244.95,406,5.29,medium,warm
71050,SMALL SINGLE FLAME CANDLE HOLDER,0,0,0,0,0,1,0,11.55,33,0.35,cheap,cold
71053,WHITE METAL LANTERN,0,1,1,0,0,0,0,8441.82,1950,4.81,cheap,reg_seller
71053,WHITE MOROCCAN METAL LANTERN,0,1,1,0,0,0,0,8441.82,1950,4.81,cheap,reg_seller
71101E,STANDING FAIRY POLE SUPPORT ,0,0,0,1,0,0,0,280.2,348,0.83,cheap,warm
71143,ANTIQUE SILVER BOOK MARK WITH BEADS,0,0,0,1,0,0,0,196.36,178,1.64,cheap,warm
71143,SILVER BOOK MARK WITH BEADS,0,0,0,0,0,0,1,196.36,178,1.64,cheap,warm
71215,METAL BASE FOR CANDLES,0,0,1,0,0,1,0,4.62,11,0.42,cheap,cold
71270,PHOTO CLIP LINE,0,0,0,0,0,0,1,338.73,239,1.68,cheap,warm
71279,PINK GLASS CANDLEHOLDER,0,1,1,0,0,1,0,561.32,176,3.66,cheap,warm
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",0,1,0,0,0,0,0,286.91,77,4.46,cheap,cold
71406C,BLACK ORANGE SQUEEZER,0,1,0,0,0,0,0,57.96,138,0.42,cheap,warm
71459,HANGING JAM JAR T-LIGHT HOLDER,0,0,0,0,0,1,0,10858.89,13605,0.94,cheap,best_seller
71459,HANGING JAM JAR T-LIGHT HOLDERS,0,0,0,0,0,1,0,10858.89,13605,0.94,cheap,best_seller
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,0,0,1,1,0,0,0,20658.56,6764,3.97,cheap,hot
71477,COLOURED GLASS STAR T-LIGHT HOLDER,0,1,1,1,0,0,0,20658.56,6764,3.97,cheap,hot
71495A,CD WALL TIDY BLUE OFFICE,0,1,0,0,0,0,0,40.38,103,0.71,cheap,warm
71495B,CD WALL TIDY RED FLOWERS,0,1,0,1,0,0,0,61.05,163,0.55,cheap,warm
71496A,A4 WALL TIDY BLUE OFFICE,0,1,0,0,0,0,0,80.96000000000001,127,1.09,cheap,warm
71496B,A4 WALL TIDY RED FLOWERS,0,1,0,1,0,0,0,7.37,13,0.56,cheap,cold
71510,SQUARE METAL CANDLEHOLDER BASE,0,0,1,0,0,1,0,36.52,52,0.81,cheap,cold
72024U,LILAC VOTIVE CANDLE,0,0,0,0,0,1,0,15.12,72,0.21,cheap,cold
72051S,BAG OF SILVER STONES,0,0,0,0,0,0,1,89.94999999999999,131,0.66,cheap,warm
72122,COFFEE SCENT PILLAR CANDLE,0,0,0,0,0,1,0,336.73999999999995,325,1.19,cheap,warm
72127,COLUMBIAN CANDLE ROUND ,0,0,0,0,0,1,0,210.61,193,1.24,cheap,warm
72130,COLUMBIAN CANDLE ROUND,0,0,0,0,0,1,0,133.34,219,0.74,cheap,warm
72132,COLUMBIAN CUBE CANDLE,0,0,0,0,0,1,0,54.6,28,1.95,cheap,cold
72133,COLUMBIAN CANDLE RECTANGLE,0,0,0,0,0,1,0,63.51,45,1.46,cheap,cold
72134,COLUMBIAN  CUBE CANDLE ,0,0,0,0,0,1,0,58.62,105,0.99,cheap,warm
72140E,BEST DAD CANDLE LETTERS,0,0,0,0,0,1,0,26.35,31,0.85,cheap,cold
72225C,LAVENDER SCENT CAKE CANDLE,0,0,0,0,0,1,0,165.6,624,0.28,cheap,warm
72232,FENG SHUI PILLAR CANDLE,0,0,0,0,0,1,0,630.23,3317,0.19,cheap,reg_seller
72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,1,0,1,0,0,0,658.51,159,4.14,cheap,warm
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1,0,0,1,0,0,0,2528.15,1278,2.29,cheap,reg_seller
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,1,0,1,0,0,0,4012.05,2098,2.38,cheap,reg_seller
72369A,PINK CLEAR GLASS CANDLE PLATE,0,1,1,0,0,1,0,39.92,30,1.65,cheap,cold
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,1,0,0,1,0,0,0,318.67,693,0.65,cheap,warm
72598,SET/12 TAPER CANDLES,1,0,0,0,0,1,0,605.89,607,1.27,cheap,warm
72709,IVORY SCULPTED RND CANDLE ,0,0,0,0,0,1,0,37.4,96,0.74,cheap,cold
72741,GRAND CHOCOLATECANDLE,0,0,0,0,0,1,0,8225.0,5978,1.6,cheap,hot
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,0,0,0,1,0,0,0,4155.34,410,11.1,medium,warm
72780,BLACK SILOUETTE CANDLE PLATE,0,1,0,0,0,1,0,116.45,137,0.85,cheap,warm
72783,BLACK SIL'T SQU CANDLE PLATE ,0,1,0,0,0,1,0,33.6,16,2.1,cheap,cold
72798C,SET/4 GARDEN ROSE DINNER CANDLE,1,0,0,0,0,1,0,11.55,7,1.65,cheap,cold
72799C,PINK PILLAR CANDLE SILVER FLOCK,0,1,0,0,0,1,0,129.47,81,2.42,cheap,cold
72799E,IVORY PILLAR CANDLE SILVER FLOCK,0,0,0,0,0,1,0,919.94,452,2.83,cheap,warm
72799F,IVORY PILLAR CANDLE GOLD FLOCK,0,0,0,0,0,1,0,424.08,145,3.03,cheap,warm
72800B, 4 PURPLE FLOCK DINNER CANDLES,0,1,0,0,0,1,0,290.8,144,2.46,cheap,warm
72800C,4 PINK DINNER CANDLE SILVER FLOCK,0,1,0,0,0,1,0,264.82,132,2.64,cheap,warm
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,0,1,0,0,0,1,0,229.22,91,2.62,cheap,cold
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,0,0,0,0,0,1,0,1213.29,541,2.6,cheap,warm
72801C,4 ROSE PINK DINNER CANDLES,0,1,0,0,0,1,0,180.65,145,1.56,cheap,warm
72801D,4 SKY BLUE DINNER CANDLES,0,1,0,0,0,1,0,113.21,75,1.59,cheap,cold
72801G,4 BURGUNDY WINE DINNER CANDLES,0,0,0,0,0,1,0,72.46,104,1.25,cheap,warm
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,1,0,0,0,0,1,0,1334.16,378,4.67,cheap,warm
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1,0,0,0,0,1,0,1993.48,1028,4.18,cheap,reg_seller
72802C,VANILLA SCENT CANDLE JEWELLED BOX,1,0,0,0,0,1,0,2692.44,1397,4.49,cheap,reg_seller
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,0,0,0,0,0,1,0,730.97,648,4.16,cheap,warm
72803b,OCEAN SCENT CANDLE JEWELLED DRAWER,0,0,0,0,0,1,0,8.47,1,8.47,medium,cold
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,1,0,0,0,0,1,0,1849.82,395,5.65,medium,warm
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1,0,0,0,0,1,0,1830.71,397,5.35,medium,warm
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,1,0,0,0,0,1,0,3145.05,721,5.3,medium,warm
72811,SMALL ZINC/GLASS CANDLEHOLDER,0,0,1,0,0,1,0,78.92999999999999,53,1.82,cheap,cold
72812,LARGE ZINC GLASS CANDLEHOLDER,0,0,1,0,0,1,0,116.06,34,3.76,cheap,cold
72815,3 WICK CHRISTMAS BRIAR CANDLE ,0,0,0,1,0,1,0,15.97,3,6.11,medium,cold
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,1,0,0,1,0,1,0,1006.27,893,1.92,cheap,warm
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1,0,0,1,0,1,0,1232.27,1255,1.22,cheap,reg_seller
72818,CHRISTMAS DECOUPAGE CANDLE,0,0,0,1,0,1,0,821.98,1846,0.76,cheap,reg_seller
72819,CUPID DESIGN SCENTED CANDLES,0,0,0,1,0,1,0,509.07,225,2.92,cheap,warm
72821,CUPID SCENTED CANDLE IN GLASS,0,0,1,0,0,1,0,18.15,11,1.65,cheap,cold
75011,BLUE DAISY MOBILE,0,1,0,1,0,0,0,138.76,172,0.8,cheap,warm
75013B,"STRING OF 8 BUTTERFLIES,PINK",0,1,0,1,1,0,0,41.24999999999999,27,1.44,cheap,cold
75049L,LARGE CIRCULAR MIRROR MOBILE,0,0,0,0,0,0,1,6827.98,7114,1.67,cheap,hot
75131,METAL TUBE CHIME ON BAMBOO,0,0,1,0,0,0,0,529.21,490,1.8,cheap,warm
75172,PAINTED SEA SHELL METAL WINDCHIME,0,0,1,0,0,0,0,85.31,93,1.53,cheap,cold
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,0,0,1,1,0,0,0,218.87,459,1.34,cheap,warm
77079,DOLPHIN WINDMILL,0,0,0,0,0,0,1,2.12,5,1.06,cheap,cold
77101A,UNION FLAG WINDSOCK,0,0,0,1,0,0,0,428.19,392,1.28,cheap,warm
78033,FLAG OF ST GEORGE CHAIR,0,0,0,1,0,0,0,185.3,38,5.52,medium,cold
78034B,BLUE NETTING STORAGE HANGER,0,1,0,0,0,1,0,15.6,8,1.95,cheap,cold
78124,MAGAZINE RACK GEBRA ASSORTED ,1,0,0,0,0,0,0,257.75,199,1.33,cheap,warm
79000,MOROCCAN TEA GLASS,0,0,1,0,0,0,0,3377.74,4856,1.0,cheap,reg_seller
79026B,"S/4 ICON COASTER,ELVIS LIVES",0,0,0,0,0,0,1,10.61,25,0.49,cheap,cold
79030D,TUMBLER BAROQUE,0,0,0,0,0,0,1,352.57,600,1.42,cheap,warm
79030D,"TUMBLER, BAROQUE",0,0,0,0,0,0,1,352.57,600,1.42,cheap,warm
79030G,TUMBLER NEW ENGLAND,0,0,0,0,0,0,1,735.8299999999999,1409,1.85,cheap,reg_seller
79030G,"TUMBLER, NEW ENGLAND",0,0,0,0,0,0,1,735.8299999999999,1409,1.85,cheap,reg_seller
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,0,1,1,0,0,0,0,293.31,831,0.38,cheap,warm
79051A,SMOKEY GREY COLOUR GLASS,0,1,1,0,0,0,0,293.31,831,0.38,cheap,warm
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",0,0,0,0,0,0,1,19.4,1012,0.3,cheap,reg_seller
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",1,0,0,0,0,0,0,43.65,555,0.18,cheap,warm
79063D,"RETRO PILL BOX , REVOLUTIONARY",1,0,0,0,0,0,0,35.33,2750,0.19,cheap,reg_seller
79066K,RETRO MOD TRAY,0,0,0,0,0,0,1,689.34,783,1.08,cheap,warm
79067,CORONA MEXICAN TRAY,0,0,0,0,0,0,1,719.69,172,5.87,medium,warm
79071B,ENGLISH ROSE METAL WASTE BIN,0,0,1,0,0,0,0,59.0,20,2.95,cheap,cold
79144B,PAINTED LIGHTBULB STAR+ MOON,0,0,0,1,0,0,0,103.65,181,0.71,cheap,warm
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,0,0,0,1,0,0,0,98.54,153,0.77,cheap,warm
79149B,SILICON STAR BULB  BLUE,0,1,0,1,0,0,0,7.56,18,0.42,cheap,cold
79151B,"SILICON CUBE 25W, BLUE",0,1,0,0,0,0,0,4.62,11,0.42,cheap,cold
79157B,UBO-LIGHT TRIOBASE BLUE,0,1,0,0,0,0,0,3.4,4,0.85,cheap,cold
79157V,UBO-LIGHT TRIOBASE PURPLE,0,1,0,0,0,0,0,4.25,5,0.85,cheap,cold
79160,HEART SHAPE WIRELESS DOORBELL,0,0,0,1,0,0,0,802.13,447,2.08,cheap,warm
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,1,0,0,0,0,0,0,5.9,17,1.97,cheap,cold
79163,BLACK CHAMPAGNE GLASS,0,1,1,0,0,0,0,626.55,1544,0.48,cheap,reg_seller
79164,BLACK WINE GLASS,0,1,1,0,0,0,0,699.96,1757,0.55,cheap,reg_seller
79190A,RETRO PLASTIC 70'S TRAY,0,0,0,0,0,0,1,179.36,384,0.61,cheap,warm
79190D,RETRO PLASTIC DAISY TRAY,0,0,0,1,0,0,0,126.98,265,0.61,cheap,warm
79191B,RETRO PLASTIC POLKA TRAY,0,0,0,0,0,0,1,138.29999999999998,159,0.93,cheap,warm
79191C,RETRO PLASTIC ELEPHANT TRAY,0,0,0,0,0,0,1,812.53,1105,0.84,cheap,reg_seller
79302M,"ART LIGHTS,FUNK MONKEY",0,0,0,0,0,0,1,1037.54,443,3.5,cheap,warm
79321,CHILLI LIGHTS,0,0,0,0,0,0,1,54117.76,10423,6.72,medium,best_seller
79323B,BLACK CHERRY LIGHTS,0,1,0,1,0,0,0,54.0,8,6.75,medium,cold
79323P,PINK CHERRY LIGHTS,0,1,0,1,0,0,0,27.0,4,6.75,medium,cold
79329,PINK FLOCK GLASS CANDLEHOLDER,0,1,1,0,0,1,0,12.18,12,1.01,cheap,cold
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,0,1,1,0,0,1,0,13.680000000000003,72,0.29,cheap,cold
79337,BLUE FLOCK GLASS CANDLEHOLDER,0,1,1,0,0,1,0,259.96,645,0.58,cheap,warm
79403,FROSTED WHITE BASE ,0,1,0,0,0,0,0,85.52,95,1.06,cheap,cold
81950B,FLOWER BLUE CLOCK WITH SUCKER,0,1,0,1,0,1,0,33.93,117,0.29,cheap,warm
81950V,FLOWER PURPLE CLOCK W/SUCKER,0,1,0,1,0,1,0,8.889999999999999,21,0.53,cheap,cold
81950V,FLOWER PURPLE CLOCK WITH SUCKER,0,1,0,1,0,1,0,8.889999999999999,21,0.53,cheap,cold
81952B,ROUND BLUE CLOCK WITH SUCKER,0,1,0,0,0,1,0,38.0,211,0.17,cheap,warm
81952V,ROUND PURPLE CLOCK WITH SUCKER,0,1,0,0,0,1,0,69.73,367,0.19,cheap,warm
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,0,1,0,0,0,1,0,5.32,28,0.19,cheap,cold
82001S,SILVER RECORD COVER FRAME,0,0,0,0,0,0,1,5750.21,1582,4.43,cheap,reg_seller
82001S,VINYL RECORD FRAME SILVER,0,0,1,0,0,0,0,5750.21,1582,4.43,cheap,reg_seller
82011A,"BATHROOM SCALES, TROPICAL BEACH",0,0,0,1,0,1,0,67.5,18,3.75,cheap,cold
82011B,BATHROOM SCALES RUBBER DUCKS,0,0,0,0,0,1,0,146.85,43,3.67,cheap,cold
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,0,0,0,0,0,1,0,172.05,51,3.67,cheap,cold
82095,HEART BUTTONS JEWELLERY BOX,1,0,0,1,0,0,0,356.11,68,5.32,medium,cold
82482,WOODEN PICTURE FRAME WHITE FINISH,0,1,1,0,0,0,0,23113.26,9006,3.1,cheap,hot
82483,WOOD 2 DRAWER CABINET WHITE FINISH,0,1,1,0,0,1,0,15240.07,2421,6.94,medium,reg_seller
82484,WOOD BLACK BOARD ANT WHITE FINISH,0,1,1,0,0,0,0,36030.22,6020,8.44,medium,hot
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,0,1,1,1,0,1,0,18467.22,2150,9.12,medium,reg_seller
82486,WOOD S/3 CABINET ANT WHITE FINISH,0,1,1,0,0,1,0,18467.22,2150,9.12,medium,reg_seller
82494L,WOODEN FRAME ANTIQUE WHITE ,0,1,1,1,0,0,0,19640.79,6916,3.26,cheap,hot
82551,LAUNDRY 15C METAL SIGN,0,0,1,0,0,0,0,4542.889999999999,2918,1.76,cheap,reg_seller
82552,WASHROOM METAL SIGN,0,0,1,0,0,0,0,4680.63,3016,1.66,cheap,reg_seller
82567,"AIRLINE LOUNGE,METAL SIGN",0,0,1,0,0,0,0,1412.27,713,2.01,cheap,warm
82578,KITCHEN METAL SIGN,0,0,1,0,0,1,0,1218.95,2060,0.75,cheap,reg_seller
82580,BATHROOM METAL SIGN,0,0,1,0,0,1,0,3474.31,5883,0.83,cheap,hot
82581,TOILET METAL SIGN,0,0,1,0,0,0,0,2155.8900000000003,3883,0.73,cheap,reg_seller
82582,AREA PATROLLED METAL SIGN,0,0,1,0,0,0,0,8862.990000000002,4367,2.39,cheap,reg_seller
82583,HOT BATHS METAL SIGN,0,0,1,0,0,1,0,17047.06,7562,2.91,cheap,hot
82599,FANNY'S REST STOPMETAL SIGN,0,0,1,0,0,0,0,1217.73,510,2.87,cheap,warm
82600,N0 SINGING METAL SIGN,0,0,1,0,0,0,0,12835.28,6017,2.54,cheap,hot
82600,NO SINGING METAL SIGN,0,0,1,0,0,0,0,12835.28,6017,2.54,cheap,hot
82605,OLD DOC RUSSEL METAL SIGN,0,0,1,0,0,0,0,29.4,16,1.26,cheap,cold
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",0,0,1,0,0,1,0,501.49,584,1.49,cheap,warm
82613D,METAL SIGN CUPCAKE SINGLE HOOK,0,0,1,0,0,1,0,535.49,697,1.37,cheap,warm
82615,PINK MARSHMALLOW SCARF KNITTING KIT,0,1,0,0,0,0,0,91.8,36,2.55,cheap,cold
82616B,FRAPPUCINO SCARF KNITTING KIT,0,0,0,0,0,0,1,505.69,344,1.96,cheap,warm
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,0,0,0,0,0,0,1,501.44,324,1.92,cheap,warm
84006,MAGIC TREE -PAPER FLOWERS,0,0,1,1,0,0,0,849.55,919,1.05,cheap,warm
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,0,0,1,0,0,0,0,1283.99,1265,1.24,cheap,reg_seller
84016,FLAG OF ST GEORGE CAR FLAG,0,0,0,1,0,0,0,12.16,27,0.62,cheap,cold
84029E,RED WOOLLY HOTTIE WHITE HEART.,0,1,1,1,0,0,0,22144.98,4778,5.11,medium,reg_seller
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,0,0,0,1,0,1,0,16164.04,3603,5.19,medium,reg_seller
84030E,ENGLISH ROSE HOT WATER BOTTLE,0,0,0,0,0,1,0,6452.94,1506,4.93,cheap,reg_seller
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,0,1,0,0,0,1,0,1961.16,431,4.5,cheap,warm
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,0,1,0,0,0,1,0,1440.37,304,4.61,cheap,warm
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,0,1,0,0,0,1,0,3390.88,1005,3.49,cheap,reg_seller
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,0,1,0,0,0,1,0,2430.44,939,3.12,cheap,warm
84033,FLAG OF ST GEORGE ,0,0,0,1,0,0,0,37.95,23,1.65,cheap,cold
84050,PINK HEART SHAPE EGG FRYING PAN,0,1,0,1,0,0,0,4761.78,3248,2.15,cheap,reg_seller
84051,ASS COLOUR GLOWING TIARAS,0,0,0,0,0,0,1,216.06,282,0.87,cheap,warm
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,0,0,0,1,0,0,0,13841.85,55047,0.32,cheap,best_seller
84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,1,0,0,0,0,0,16363.3,415,45.23,high,warm
84086B,YELLOW/BLUE RETRO RADIO,0,1,0,0,0,0,0,47.2,16,2.95,cheap,cold
84086C,PINK/PURPLE RETRO RADIO,0,1,0,0,0,0,0,634.07,222,2.97,cheap,warm
84192,ASSORTED COLOUR METAL CAT ,1,0,1,1,0,0,0,143.75,115,1.25,cheap,warm
84199,GLOW IN DARK DOLPHINS,0,0,0,0,0,0,1,29.19,139,0.21,cheap,warm
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,0,0,0,1,0,0,0,2.47,13,0.19,cheap,cold
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,0,0,0,1,0,0,0,0.95,5,0.19,cheap,cold
84206A,3 BLACK CATS W HEARTS BLANK CARD,0,1,0,1,0,0,0,4.5600000000000005,24,0.19,cheap,cold
84206B,CAT WITH SUNGLASSES BLANK CARD,0,0,1,1,0,0,0,0.95,5,0.19,cheap,cold
84206C,CHAMPAGNE TRAY BLANK CARD,0,0,0,0,0,0,1,1.52,8,0.19,cheap,cold
84212,"ASSORTED FLOWER COLOUR ""LEIS""",1,0,0,1,0,0,0,4934.87,10315,0.89,cheap,best_seller
84218,BOX/12 CHICK & EGG IN BASKET,1,0,0,0,0,0,0,223.11,123,1.92,cheap,warm
84226,HEN HOUSE W FAMILY IN BARN & NEST,0,0,0,0,0,0,1,36.21,51,0.83,cheap,cold
84227,HEN HOUSE W CHICK IN NEST,0,0,0,0,0,0,1,0.42,2,0.21,cheap,cold
84228,HEN HOUSE W CHICK STANDING,0,0,0,0,0,0,1,124.09,297,0.54,cheap,warm
84228,HEN HOUSE WITH CHICK STANDING,0,0,0,0,0,0,1,124.09,297,0.54,cheap,warm
84231,EASTER BUNNY WITH BASKET ON BACK,0,0,0,0,0,0,1,72.63,108,0.73,cheap,warm
84247E,PACK OF 12 CHRISTMAS FUN CARDS,1,0,0,1,0,0,0,392.94000000000005,190,2.57,cheap,warm
84247E,PACK/12 XMAS FUN CARD,1,0,0,1,0,0,0,392.94000000000005,190,2.57,cheap,warm
84247G,"DECOUPAGE,GREETING CARD,",0,0,0,0,0,0,1,158.63,357,0.54,cheap,warm
84247L,FAWN AND MUSHROOM GREETING CARD,0,0,0,0,0,0,1,62.06,136,0.63,cheap,warm
84247N,PACK/12 BLUE FOLKART CARDS,1,1,0,0,0,0,0,64.9,22,2.95,cheap,cold
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",0,0,0,0,0,0,1,80.46,174,0.66,cheap,warm
84251B,"GREETING CARD, STICKY GORDON",0,0,0,0,0,0,1,70.78,245,0.43,cheap,warm
84251C,"GREETING CARD, TWO SISTERS.",0,0,0,0,0,0,1,53.88,127,0.52,cheap,warm
84251G,"GREETING CARD, OVERCROWDED POOL.",0,0,0,0,0,0,1,74.7,270,0.4,cheap,warm
84270,ASSTD DESIGN BUBBLE GUM RING,0,0,0,1,1,0,0,3.5700000000000003,24,0.17,cheap,cold
84279B,CHERRY BLOSSOM DECORATIVE FLASK,0,0,0,1,0,0,0,785.95,387,4.44,cheap,warm
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,0,0,0,1,0,0,0,1576.96,464,4.79,cheap,warm
84306,S/3 PINK SQUARE PLANTERS ROSES,0,1,0,0,0,0,0,88.22,13,7.99,medium,cold
84313B,BLUE TV TRAY TABLE ,0,1,0,0,0,1,0,518.61,127,6.11,medium,warm
84313C,ORANGE TV TRAY TABLE ,0,1,0,0,0,1,0,1165.91,510,3.91,cheap,warm
84341B,SMALL PINK MAGIC CHRISTMAS TREE,0,1,0,1,0,0,0,282.38,645,0.68,cheap,warm
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,0,0,0,0,0,0,1,26463.83,9476,3.4,cheap,hot
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,0,0,0,1,0,0,0,577.35,34,17.52,medium,cold
84356,POMPOM CURTAIN,0,0,0,0,0,0,1,2124.15,424,6.08,medium,warm
84358,FLOOR LAMP SHADE WOOD BASE,0,0,1,0,0,0,0,312.7,33,10.54,medium,cold
84360,TABLE LAMP WHITE SHADE WOOD BASE,0,1,1,0,0,1,0,434.12,78,6.55,medium,cold
84375,SET OF 20 KIDS COOKIE CUTTERS,1,0,0,0,0,0,0,9404.15,4322,2.51,cheap,reg_seller
84378,SET OF 3 HEART COOKIE CUTTERS,1,0,0,1,0,0,0,8540.9,6350,1.63,cheap,hot
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,0,0,1,0,0,0,8161.46,5805,1.72,cheap,hot
84387A,BIRD ON BRANCH CANVAS SCREEN,0,0,0,1,0,0,0,21.45,22,0.98,cheap,cold
84388,WISE MAN STAR SHAPE EGG PAN,0,0,0,1,0,0,0,13.14,30,0.87,cheap,cold
84402B,PURPLE DRESS JEWELLERY STAND,0,1,0,0,0,0,0,48.19,62,0.59,cheap,cold
84406B,CREAM CUPID HEARTS COAT HANGER,0,0,0,1,0,1,0,7657.320000000001,2016,4.31,cheap,reg_seller
84415A,PINK FLOCK SUEDE CUSHION COVER ,0,1,0,0,0,1,0,15.0,12,1.25,cheap,cold
84415B,BLUE FLOCK CUSHION COVER ,0,1,0,0,0,1,0,20.0,8,2.92,cheap,cold
84422,PINK/BLUE DISC/MIRROR STRING,0,1,0,0,1,0,0,244.17,566,0.95,cheap,warm
84429A,MEDIUM PINK BUDDHA HEAD ,0,1,0,0,0,0,0,185.45,55,3.87,cheap,cold
84452,METAL RABBIT LADDER EASTER ,0,0,1,0,0,0,0,62.9,139,0.8,cheap,warm
